location,year,month,disaster_type,prob_ACCIDENT,prob_COLLAPSE,prob_COMERCIAL FIRE,prob_DISASTER_TYPE,prob_DROWN,prob_DROWNING,prob_EPIDEMIC,prob_EXPLOSION,prob_FIRE,prob_FLOOD,prob_INDUSTRIAL FIRE,prob_LANDSLIDE,prob_LIGHTNING,prob_MAN MADE (BUILDING COLLAPSE),prob_MAN MADE(BUILDING COLLAPSE),prob_MAN_MADE,prob_PEST_INFESTATION,prob_RAIN_STORM,prob_TIDAL_WAVE,prob_WIND_STORM
SOMPRE,2027,4,WIND_STORM,0.15,0.01,0.02,0.0,0.0,0.04,0.02,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.07,0.14,0.02,0.12,0.15,0.18
DWIFE,2027,4,TIDAL_WAVE,0.11,0.04,0.0,0.0,0.0,0.02,0.02,0.03,0.04,0.01,0.01,0.0,0.01,0.0,0.01,0.2,0.03,0.12,0.22,0.13
DABOASE,2027,4,MAN_MADE,0.06,0.02,0.0,0.0,0.0,0.02,0.02,0.03,0.06,0.01,0.02,0.0,0.01,0.0,0.03,0.22,0.05,0.11,0.22,0.12
ATIEKU,2027,4,MAN_MADE,0.05,0.02,0.0,0.0,0.0,0.02,0.02,0.04,0.06,0.01,0.03,0.0,0.01,0.0,0.03,0.22,0.04,0.11,0.22,0.12
SUBRI,2027,4,WIND_STORM,0.15,0.01,0.02,0.0,0.0,0.04,0.02,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.07,0.14,0.02,0.12,0.15,0.18
SEKYEREKROBO,2027,4,WIND_STORM,0.15,0.01,0.02,0.0,0.0,0.04,0.02,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.07,0.14,0.02,0.12,0.15,0.18
SEKYREADIEMBRA,2027,4,WIND_STORM,0.15,0.01,0.02,0.0,0.0,0.04,0.02,0.01,0.03,0.03,0.01,0.0,0.0,0.0,0.07,0.14,0.02,0.12,0.15,0.18
"HOSPITAL RIDGE,EDUCATION OFFICED,YIRASE,ASUOHYIAM",2027,4,TIDAL_WAVE,0.1,0.05,0.01,0.0,0.0,0.03,0.02,0.01,0.04,0.01,0.01,0.0,0.01,0.0,0.04,0.19,0.03,0.12,0.2,0.13
PRESTEA,2027,4,MAN_MADE,0.1,0.01,0.0,0.0,0.0,0.04,0.02,0.01,0.06,0.03,0.01,0.0,0.0,0.0,0.08,0.2,0.03,0.1,0.14,0.17
ABOSO,2027,4,MAN_MADE,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.05,0.1,0.0,0.08,0.0,0.02,0.32,0.03,0.06,0.12,0.1
